database,year,title,authors,type,journal_or_source,volume,issue,pages,doi,url,other_urls,query
Crossref,1911,William James as Philosopher,Arthur O. Lovejoy,journal-article,Ethics,21,2,125,10.1086/206575,https://doi.org/10.1086/206575,,Arthur O. Lovejoy
Crossref,1923,Rousseau's Pessimist,Arthur O. Lovejoy,journal-article,Modern Language Notes,38,8,449,10.2307/2915231,https://doi.org/10.2307/2915231,,Arthur O. Lovejoy
Crossref,1963,The Great Chain of Being,Arthur O. Lovejoy,edited-book,,,,,10.4159/9780674040335,https://doi.org/10.4159/9780674040335,,Arthur O. Lovejoy
Crossref,1911,The Import of Vitalism,A. O. Lovejoy,journal-article,Science,34,864,75-80,10.1126/science.34.864.75-b,https://doi.org/10.1126/science.34.864.75-b,,Arthur O. Lovejoy
Crossref,1906,On Kant’s Reply to Hume.,Arthur Lovejoy,journal-article,Archiv für Geschichte der Philosophie,19,3,,10.1515/agph.1906.19.3.380,https://doi.org/10.1515/agph.1906.19.3.380,,Arthur O. Lovejoy
Crossref,1961,Gas Rate Fundamentals,Wallace F. Lovejoy,journal-article,Southern Economic Journal,27,3,254,10.2307/1055102,https://doi.org/10.2307/1055102,,Arthur O. Lovejoy
Crossref,1905,Hobbes.,A. O. Lovejoy; Leslie Stephen,journal-article,The Philosophical Review,14,1,97,10.2307/2176433,https://doi.org/10.2307/2176433,,Arthur O. Lovejoy
Crossref,1962,Nuclear orientation of Tb156,C.A. Lovejoy; D.A. Shirley,journal-article,Nuclear Physics,30,,452-461,10.1016/0029-5582(62)90069-x,https://doi.org/10.1016/0029-5582(62)90069-x,,Arthur O. Lovejoy
Crossref,1913,The Practical Tendencies of Bergsonism. II,Arthur O. Lovejoy,journal-article,Ethics,23,4,419,10.1086/206767,https://doi.org/10.1086/206767,,Arthur O. Lovejoy
Crossref,1930,Ethics.,Arthur O. Lovejoy; Frank Chapman Sharp,journal-article,The Philosophical Review,39,6,613,10.2307/2179689,https://doi.org/10.2307/2179689,,Arthur O. Lovejoy
Crossref,1964,The Modern Family.,Albert Lovejoy; Robert F. Winch,journal-article,Social Forces,43,1,114,10.2307/2575980,https://doi.org/10.2307/2575980,,Arthur O. Lovejoy
Crossref,1920,Lafayette College,Arthur O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,6,6,10,10.2307/40216992,https://doi.org/10.2307/40216992,,Arthur O. Lovejoy
Crossref,1933,Monboddo and Rousseau,Arthur O. Lovejoy,journal-article,Modern Philology,30,3,275-296,10.1086/388043,https://doi.org/10.1086/388043,,Arthur O. Lovejoy
Crossref,1911,The Meaning of Vitalism,Arthur O. Lovejoy,journal-article,Science,33,851,610-614,10.1126/science.33.851.610,https://doi.org/10.1126/science.33.851.610,,Arthur O. Lovejoy
Crossref,1970,Conversation With Playwrights: Arthur Miller and Israel Horovitz,,other,Conversation With Playwrights: Arthur Miller and Israel Horovitz,,,,10.5040/9781350920200,https://doi.org/10.5040/9781350920200,,Arthur O. Lovejoy
Crossref,1945,Alva Bush Lovejoy,,journal-article,The Annals of Iowa,26,3,241-242,10.17077/0003-4827.6382,https://doi.org/10.17077/0003-4827.6382,,Arthur O. Lovejoy
Crossref,1921,Profit-Sharing and Industrial Peace,Arthur O. Lovejoy,journal-article,Ethics,31,3,241,10.1086/207291,https://doi.org/10.1086/207291,,Arthur O. Lovejoy
Crossref,1914,The Association of University Professors,Arthur O. Lovejoy,journal-article,Science,40,1038,744-745,10.1126/science.40.1038.744,https://doi.org/10.1126/science.40.1038.744,,Arthur O. Lovejoy
Crossref,1922,Reply to Professor Babbitt,Arthur O. Lovejoy,journal-article,Modern Language Notes,37,5,268,10.2307/2915200,https://doi.org/10.2307/2915200,,Arthur O. Lovejoy
Crossref,1913,The Practical Tendencies of Bergsonism. I,Arthur O. Lovejoy,journal-article,Ethics,23,3,253,10.1086/206744,https://doi.org/10.1086/206744,,Arthur O. Lovejoy
Crossref,1912,The duty of superintendents in the enforcement of child-labor laws,Owen R. Lovejoy,dataset,PsycEXTRA Dataset,,,,10.1037/e533642009-053,https://doi.org/10.1037/e533642009-053,,Arthur O. Lovejoy
Crossref,1968,The Kalman Filter in Transfer Alignment of Airborne Inertial Guidance Systems,Jr. Sutherland; Gelb Arthur A.; Arthur,report,,,,,10.21236/ad0851067,https://doi.org/10.21236/ad0851067,,Arthur O. Lovejoy
Crossref,1924,Pastness and Transcendence,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,21,22,601,10.2307/2014483,https://doi.org/10.2307/2014483,,Arthur O. Lovejoy
Crossref,1920,Rousseau and Romanticism.,Arthur O. Lovejoy; Irving Babbitt,journal-article,Modern Language Notes,35,5,302,10.2307/2914839,https://doi.org/10.2307/2914839,,Arthur O. Lovejoy
Crossref,1927,"The Meanings of ""Emergence"" and its Modes",Arthur O. Lovejoy,book-chapter,Proceedings of the Sixth International Congress of Philosophy,,,20-33,10.5840/wcp6192720,https://doi.org/10.5840/wcp6192720,,Arthur O. Lovejoy
Crossref,1917,Progress in Philosophical Inquiry,Arthur O. Lovejoy,journal-article,The Philosophical Review,26,5,537,10.2307/2178048,https://doi.org/10.2307/2178048,,Arthur O. Lovejoy
Crossref,1927,""" Nature "" as Aesthetic Norm",Arthur O. Lovejoy,journal-article,Modern Language Notes,42,7,444,10.2307/2913933,https://doi.org/10.2307/2913933,,Arthur O. Lovejoy
Crossref,1917,Forest Biology,P. S. Lovejoy,journal-article,Journal of Forestry,15,2,203-214,10.1093/jof/15.2.203,https://doi.org/10.1093/jof/15.2.203,,Arthur O. Lovejoy
Crossref,1928,Accounting Procedure for School Systems (Book).,Philip Lovejoy,journal-article,The Accounting Review,3,2,219-220,10.2308/tar-8591785,https://doi.org/10.2308/tar-8591785,,Arthur O. Lovejoy
Crossref,1921,'Pride' in Eighteenth-Century Thought,Arthur O. Lovejoy,journal-article,Modern Language Notes,36,1,31,10.2307/2914820,https://doi.org/10.2307/2914820,,Arthur O. Lovejoy
Crossref,1909,The Obsolescence of the Eternal,Arthur O. Lovejoy,journal-article,The Philosophical Review,18,5,479,10.2307/2177450,https://doi.org/10.2307/2177450,,Arthur O. Lovejoy
Crossref,1923,IV.—‘REPRESENTATIVE IDEAS’ IN MALEBRANCHE AND ARNAULD,A. O. LOVEJOY,journal-article,Mind,XXXII,128,449-461,10.1093/mind/xxxii.128.449,https://doi.org/10.1093/mind/xxxii.128.449,,Arthur O. Lovejoy
Crossref,1919,Arthur Cann's spring catalog /,Arthur. Cann,monograph,,,,,10.5962/bhl.title.117576,https://doi.org/10.5962/bhl.title.117576,,Arthur O. Lovejoy
Crossref,1937,Milton and the Paradox of the Fortunate Fall,Arthur O. Lovejoy,journal-article,ELH,4,3,161,10.2307/2871531,https://doi.org/10.2307/2871531,,Arthur O. Lovejoy
Crossref,1913,The Metamorphosis of the Carnegie Foundation,Arthur O. Lovejoy,journal-article,Science,37,954,546-552,10.1126/science.37.954.546,https://doi.org/10.1126/science.37.954.546,,Arthur O. Lovejoy
Crossref,1926,III. Kapitel. Arthur Schopenhauers Stellung zum Weibe,,book-chapter,Die Wurzeln des Frauenhasses bei Arthur Schopenhauer,,,43-65,10.1515/9783111411033-004,https://doi.org/10.1515/9783111411033-004,,Arthur O. Lovejoy
Crossref,1946,Ellsworth Lovejoy Redfern,,journal-article,The Annals of Iowa,27,3,254-255,10.17077/0003-4827.6461,https://doi.org/10.17077/0003-4827.6461,,Arthur O. Lovejoy
Crossref,1942,John Lovejoy Elliott: 1868-1942,,journal-article,Social Service Review,16,2,341-341,10.1086/634006,https://doi.org/10.1086/634006,,Arthur O. Lovejoy
Crossref,1965,SURPRISED BY LOVEJOY,MARK ROBERTS,journal-article,Essays in Criticism,XV,1,118-130,10.1093/eic/xv.1.118,https://doi.org/10.1093/eic/xv.1.118,,Arthur O. Lovejoy
Crossref,1961,"Owen R. Lovejoy, 1866-1961",,journal-article,Social Service Review,35,4,439-439,10.1086/641149,https://doi.org/10.1086/641149,,Arthur O. Lovejoy
Crossref,1933,Morris's Six Theories of Mind,Arthur O. Lovejoy,journal-article,The Philosophical Review,42,6,617,10.2307/2180010,https://doi.org/10.2307/2180010,,Arthur O. Lovejoy
Crossref,1917,Arthur Cann's spring catalog /,Arthur. Cann,monograph,,,,,10.5962/bhl.title.113688,https://doi.org/10.5962/bhl.title.113688,,Arthur O. Lovejoy
Crossref,1967,[Letter from Snowden Arthur],Snowden Arthur,journal-article,The English Journal,56,1,140,10.2307/812712,https://doi.org/10.2307/812712,,Arthur O. Lovejoy
Crossref,1916,Arthur Cann's spring catalog : 1916 /,Arthur. Cann,monograph,,,,,10.5962/bhl.title.112084,https://doi.org/10.5962/bhl.title.112084,,Arthur O. Lovejoy
Crossref,1933,CERTAIN SAMARITANS,ESTHER POHL LOVEJOY,journal-article,"AJN, American Journal of Nursing",33,10,1016,10.1097/00000446-193310000-00050,https://doi.org/10.1097/00000446-193310000-00050,,Arthur O. Lovejoy
Crossref,1966,Analysis of the overlearning reversal effect.,Elijah Lovejoy,journal-article,Psychological Review,73,1,87-103,10.1037/h0022687,https://doi.org/10.1037/h0022687,,Arthur O. Lovejoy
Crossref,1906,IV.—KANT'S ANTITHESIS OF DOGMATISM AND CRITICISM,ARTHUR O. LOVEJOY,journal-article,Mind,XV,58,191-214,10.1093/mind/xv.58.191,https://doi.org/10.1093/mind/xv.58.191,,Arthur O. Lovejoy
Crossref,1889,Is Man Left-Legged?,Fred'k A. Lovejoy; Francis H. Allen,journal-article,Science,ns-14,358,412-412,10.1126/science.ns-14.358.412-b,https://doi.org/10.1126/science.ns-14.358.412-b,,Arthur O. Lovejoy
Crossref,1932,The Parallel of Deism and Classicism,Arthur O. Lovejoy,journal-article,Modern Philology,29,3,281-299,10.1086/387970,https://doi.org/10.1086/387970,,Arthur O. Lovejoy
Crossref,1911,Schopenhauer as an Evolutionist,Arthur O. Lovejoy,journal-article,Monist,21,2,195-222,10.5840/monist191121240,https://doi.org/10.5840/monist191121240,,Arthur O. Lovejoy
Crossref,1911,Schopenhauer as an Evolutionist,Arthur O. Lovejoy,journal-article,Monist,21,2,195-222,10.5840/monist191121240,https://doi.org/10.5840/monist191121240,,Arthur O. Lovejoy
Crossref,1922,The Paradox of the Thinking Behaviorist,Arthur O. Lovejoy,journal-article,The Philosophical Review,31,2,135,10.2307/2178913,https://doi.org/10.2307/2178913,,Arthur O. Lovejoy
Crossref,1951,326. To Mr. Lovejoy. 27 February. Waltham Cross.,Anthony Trollope,book-chapter,The Letters of Anthony Trollope,,,196-196,10.1093/oseo/instance.00193463,https://doi.org/10.1093/oseo/instance.00193463,,Arthur O. Lovejoy
Crossref,1955,American Painting in Early Nineteenth-Century Gift Books,David S. Lovejoy,journal-article,American Quarterly,7,4,345,10.2307/2710429,https://doi.org/10.2307/2710429,,Arthur O. Lovejoy
Crossref,1925,Reconstruction of Filters at Louisville,W. H. Lovejoy,journal-article,Journal AWWA,14,4,352-356,10.1002/j.1551-8833.1925.tb13336.x,https://doi.org/10.1002/j.1551-8833.1925.tb13336.x,,Arthur O. Lovejoy
Crossref,1963,1829,,book-chapter,"The Correspondence of Arthur Hugh Clough, Vol. 1",,,,10.1093/oseo/instance.00197094,https://doi.org/10.1093/oseo/instance.00197094,,Arthur O. Lovejoy
Crossref,1962,"Temperature scales above 1,000°C",D. R. Lovejoy,journal-article,Pure and Applied Chemistry,5,3-4,565-578,10.1351/pac196205030565,https://doi.org/10.1351/pac196205030565,,Arthur O. Lovejoy
Crossref,1922,Pragmatism and the New Materialism,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,19,1,5,10.2307/2939682,https://doi.org/10.2307/2939682,,Arthur O. Lovejoy
Crossref,1937,Correction: [Milton and the Paradox of the Fortunate Fall],Arthur O. Lovejoy,journal-article,ELH,4,4,330,10.2307/2871637,https://doi.org/10.2307/2871637,,Arthur O. Lovejoy
Crossref,1945,ROY ARNOLD LOVEJOY,,journal-article,Medical Journal of Australia,1,6,164-164,10.5694/j.1326-5377.1945.tb54540.x,https://doi.org/10.5694/j.1326-5377.1945.tb54540.x,,Arthur O. Lovejoy
Crossref,1913,Error and the New Realism,A. O. Lovejoy,journal-article,The Philosophical Review,22,4,410,10.2307/2178389,https://doi.org/10.2307/2178389,,Arthur O. Lovejoy
Crossref,1911,Easter Carol,George Newell Lovejoy,journal-article,Journal of Education,73,15,399-399,10.1177/002205741107301503,https://doi.org/10.1177/002205741107301503,,Arthur O. Lovejoy
Crossref,1947,A Rejoinder to Professor Lovejoy,Henry Veatch,journal-article,Philosophy and Phenomenological Research,7,4,622,10.2307/2102987,https://doi.org/10.2307/2102987,,Arthur O. Lovejoy
Crossref,1925,James Harrington's Oceana.,Arthur O. Lovejoy; S. B. Liljegren,journal-article,Modern Language Notes,40,4,245,10.2307/2914292,https://doi.org/10.2307/2914292,,Arthur O. Lovejoy
Crossref,1927,The Meanings of ‘emergence’ and Its Modes,Arthur O. Lovejoy,journal-article,Philosophy,2,6,167-181,10.1017/s0031819100015199,https://doi.org/10.1017/s0031819100015199,,Arthur O. Lovejoy
Crossref,1963,"Stress analysis of ship-suspended heavily loaded cables for deep underater emplacements / Arthur D. Little, Inc.",,monograph,,,,,10.5962/bhl.title.47281,https://doi.org/10.5962/bhl.title.47281,,Arthur O. Lovejoy
Crossref,1922,Child Labor in the United States,Owen R. Lovejoy,journal-article,Current History,16,4,617-620,10.1525/curh.1922.16.4.617,https://doi.org/10.1525/curh.1922.16.4.617,,Arthur O. Lovejoy
Crossref,1948,Comment on Mr. Pegis's Rejoinder,Arthur O. Lovejoy,journal-article,Philosophy and Phenomenological Research,9,2,284,10.2307/2103394,https://doi.org/10.2307/2103394,,Arthur O. Lovejoy
Crossref,1938,Professional Association or Trade Union?,Arthur O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,24,5,409,10.2307/40219424,https://doi.org/10.2307/40219424,,Arthur O. Lovejoy
Crossref,1907,Breaker Boys in Pennsylvania,Owen R. Lovejoy,journal-article,Journal of Education,66,15,410-411,10.1177/002205740706601521,https://doi.org/10.1177/002205740706601521,,Arthur O. Lovejoy
Crossref,1932,"The Travels of Peter, Paul, and Zebedee",Arthur O. Lovejoy,journal-article,The Philosophical Review,41,5,498,10.2307/2180063,https://doi.org/10.2307/2180063,,Arthur O. Lovejoy
Crossref,1923,Child Labor and Education,Owen R. Lovejoy,journal-article,Journal of Education,97,24,656-659,10.1177/002205742309702404,https://doi.org/10.1177/002205742309702404,,Arthur O. Lovejoy
Crossref,1968,Anhydrous iron(III) nitrate,D. J. Lovejoy; A. J. Vosper,journal-article,Chemical Communications (London),,20,1208a,10.1039/c1968001208a,https://doi.org/10.1039/c1968001208a,,Arthur O. Lovejoy
Crossref,1907,Kant's Classification of the Forms of Judgment,Arthur O. Lovejoy,journal-article,The Philosophical Review,16,6,588,10.2307/2177294,https://doi.org/10.2307/2177294,,Arthur O. Lovejoy
Crossref,1920,Schiller and the Genesis of Romanticism,Arthur O. Lovejoy,journal-article,Modern Language Notes,35,1,1,10.2307/2915339,https://doi.org/10.2307/2915339,,Arthur O. Lovejoy
Crossref,1919,An Uncommon Ice Formation,Frederick A. Lovejoy; Francis H. Allen,journal-article,Science,49,1257,119-120,10.1126/science.49.1257.119-b,https://doi.org/10.1126/science.49.1257.119-b,,Arthur O. Lovejoy
Crossref,1919,An Uncommon Ice Formation,Frederick A. Lovejoy; Francis H. Allen,journal-article,Science,49,1257,119-120,10.1126/science.49.1257.119.b,https://doi.org/10.1126/science.49.1257.119.b,,Arthur O. Lovejoy
Crossref,1926,II.Kapitel. Das Verhältnis Arthur Schopenhauers zu feinen Eltern,,book-chapter,Die Wurzeln des Frauenhasses bei Arthur Schopenhauer,,,16-42,10.1515/9783111411033-003,https://doi.org/10.1515/9783111411033-003,,Arthur O. Lovejoy
Crossref,1967,Premarital Sex in a Changing Society.,Albert E. Lovejoy; Robert R. Bell,journal-article,Social Forces,46,1,143,10.2307/2575372,https://doi.org/10.2307/2575372,,Arthur O. Lovejoy
Crossref,1942,"Bibliography of The Writings of Edgar Arthur Singer, Jr.",,book-chapter,Philosophical Essays,,,373-378,10.9783/9781512815245-023,https://doi.org/10.9783/9781512815245-023,,Arthur O. Lovejoy
Crossref,1889,Is Man Left-Legged?,Fred'k A. Lovejoy; Francis H. Allen,journal-article,Science,ns-14,358,412-412,10.1126/science.ns-14.358.412.b,https://doi.org/10.1126/science.ns-14.358.412.b,,Arthur O. Lovejoy
Crossref,1961,Sensitive Diaphragm Type Pressure Transducer,D. R. Lovejoy,journal-article,Review of Scientific Instruments,32,1,41-43,10.1063/1.1717141,https://doi.org/10.1063/1.1717141,,Arthur O. Lovejoy
Crossref,1910,The Retrospective Anticipations of the Carnegie Foundation,Arthur O. Lovejoy,journal-article,Science,31,794,414-415,10.1126/science.31.794.414,https://doi.org/10.1126/science.31.794.414,,Arthur O. Lovejoy
Crossref,1964,I. Early Life Of Arthur Hamilton Gordon,,book-chapter,The Career of Arthur Hamilton Gordon,,,1-15,10.3138/9781442652699-003,https://doi.org/10.3138/9781442652699-003,,Arthur O. Lovejoy
Crossref,1915,Organization of the American Association of University Professors,A. O. Lovejoy,journal-article,Science,41,1048,151-154,10.1126/science.41.1048.151,https://doi.org/10.1126/science.41.1048.151,,Arthur O. Lovejoy
Crossref,1963,Some Boiling and Triple Points Below 0° C,D. R. LOVEJOY,journal-article,Nature,197,4865,353-354,10.1038/197353a0,https://doi.org/10.1038/197353a0,,Arthur O. Lovejoy
Crossref,1925,MYCETOMA,EDWARD D. LOVEJOY,journal-article,Archives of Dermatology and Syphilology,11,1,71,10.1001/archderm.1925.02370010084004,https://doi.org/10.1001/archderm.1925.02370010084004,,Arthur O. Lovejoy
Crossref,1963,Reflections on Human Nature.,I. G. Wallace; Arthur O. Lovejoy,journal-article,The Philosophical Quarterly,13,53,369,10.2307/2955534,https://doi.org/10.2307/2955534,,Arthur O. Lovejoy
Crossref,1938,?The passing of Arthur? and ?Ymadawiad Arthur?,G. J. Visser,journal-article,Neophilologus,23,1,46-52,10.1007/bf01526399,https://doi.org/10.1007/bf01526399,,Arthur O. Lovejoy
Crossref,1963,Reflections on Human Nature.,W. T. Stace; Arthur O. Lovejoy,journal-article,The Philosophical Review,72,1,111,10.2307/2183069,https://doi.org/10.2307/2183069,,Arthur O. Lovejoy
Crossref,1931,The Paradox of the Time-Retarding Journey,Arthur O. Lovejoy,journal-article,The Philosophical Review,40,2,152,10.2307/2180201,https://doi.org/10.2307/2180201,,Arthur O. Lovejoy
Crossref,1932,Dualisms Good and Bad (II),Arthur O. Lovejoy,journal-article,The Journal of Philosophy,29,14,375,10.2307/2016371,https://doi.org/10.2307/2016371,,Arthur O. Lovejoy
Crossref,1914,Forty years' experience of a practical hog man; a practical book for the pure bred swine breeder and farmer,Andrew James Lovejoy,monograph,,,,,10.5962/bhl.title.42519,https://doi.org/10.5962/bhl.title.42519,,Arthur O. Lovejoy
Crossref,1920,Spring garden guide 1920 /,,monograph,,,,,10.5962/bhl.title.120310,https://doi.org/10.5962/bhl.title.120310,,Arthur O. Lovejoy
Crossref,1952,Report on Quality Factors in Processed Vege-Table Products,Rodney D Lovejoy,journal-article,Journal of AOAC INTERNATIONAL,35,2,179-181,10.1093/jaoac/35.2.179a,https://doi.org/10.1093/jaoac/35.2.179a,,Arthur O. Lovejoy
Crossref,1932,Dualisms Good and Bad (I),Arthur O. Lovejoy,journal-article,The Journal of Philosophy,29,13,337,10.2307/2016777,https://doi.org/10.2307/2016777,,Arthur O. Lovejoy
Crossref,1931,The Time-Retarding Journey: A Reply,Arthur O. Lovejoy,journal-article,The Philosophical Review,40,6,549,10.2307/2180043,https://doi.org/10.2307/2180043,,Arthur O. Lovejoy
Crossref,1923,Amend the Constitution,Owes R. Lovejoy,journal-article,Journal of Education,97,9,237-237,10.1177/002205742309700906,https://doi.org/10.1177/002205742309700906,,Arthur O. Lovejoy
Crossref,1928,<i>Certain Samaritans</i>. Esther Pohl Lovejoy,,journal-article,Social Service Review,2,3,528-528,10.1086/630431,https://doi.org/10.1086/630431,,Arthur O. Lovejoy
